produce_slug,region_slug,season_months,peak_months,source_type,notes,storage_tip
purslane,central-valley,"[5, 6, 7, 8, 9, 10]","[6, 7, 8]",local,"Succulent summer annual with thick, fleshy leaves and a mild lemony, slightly peppery flavor. Both wild-foraged and commercially cultivated. Rich in omega-3 fatty acids, more than any other leafy green. Common agricultural weed rebranded as a gourmet green.",Refrigerate in a loosely sealed container lined with a damp paper towel for 3-5 days. Wilts and yellows quickly at room temperature.
purslane,salinas-valley,"[6, 7, 8, 9]","[7, 8]",local,Coastal production season is slightly shorter due to cooler marine influence. Found at farmers markets and in specialty salad mixes.,Refrigerate in a loosely sealed container for 3-5 days.
sorrel,salinas-valley,"[2, 3, 4, 5, 6, 10, 11]","[3, 4, 5]",local,"Perennial herb with bright, tart, lemony flavor from oxalic acid content. Garden sorrel and French sorrel are the most common culinary varieties. Hardy perennial that regrows vigorously each spring. Flavor is sharpest in cool weather; leaves become tough and overly acidic in summer heat. Classic in French cuisine for sauces and soups.",Refrigerate unwashed in a plastic bag lined with paper towels for 3-5 days. Wilts quickly once picked. Freezes well when blanched for use in cooked dishes.
mache,salinas-valley,"[1, 2, 3, 4, 10, 11, 12]","[1, 2, 3, 11, 12]",local,"Also called corn salad or lamb's lettuce. Delicate, nutty, mildly sweet rosette green prized in French cuisine. Thrives in cool temperatures (45-65F) and tolerates light frost. Takes 40-50 days to mature. One of the few fresh salad greens available through winter.",Very delicate. Refrigerate unwashed in a loosely sealed container lined with a damp paper towel for 3-5 days maximum. Handle gently as leaves bruise easily.
jackfruit,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[3, 4, 5, 6, 7, 8]",import,"World's largest tree fruit, imported primarily from India, Thailand, Malaysia, and the Philippines. Also sourced from Mexico and Guatemala. Flesh is sweet and aromatic with a distinctive tropical flavor. Available as whole fruit, pre-cut fresh, frozen, and canned. Unripe jackfruit is used as a meat substitute.",Whole uncut jackfruit keeps at room temperature for 3-5 days or refrigerated up to 1 week. Cut flesh should be refrigerated in an airtight container and used within 5 days. Freezes well for up to 2 months.
jujube,central-valley,"[8, 9, 10, 11]","[9, 10]",local,"Also called Chinese date. Popular California varieties include Li (large, sweet, crisp), Lang (ideal for drying, slightly tangy), and GA866 (UC Davis variety, high sugar, apple-like flavor). Thrives in hot Central Valley summers. Fruit ripens unevenly, transitioning from green to mahogany brown.",Fresh jujubes keep at room temperature for about 1 week. Refrigerate in a perforated bag for 2-3 weeks. Dried jujubes store indefinitely at room temperature.
jujube,sacramento-valley,"[8, 9, 10, 11]","[9, 10]",local,Grows well in Northern California's hot interior valleys. Drought-resistant once established. Trees need full sun and hot summers for ample fruit set.,Fresh jujubes keep at room temperature for about 1 week. Refrigerate in a perforated bag for 2-3 weeks.
star-fruit,socal-coastal,"[1, 2, 3, 8, 9, 10, 11, 12]","[1, 2, 12]",local,"Also called carambola. Small-scale production in frost-free coastal Southern California. Fruit has a distinctive five-pointed star cross-section. Sweet varieties (B-10, Arkin) preferred for fresh eating. Trees bloom in spring, summer, and fall, enabling multiple fruiting periods.",Firm green star fruit ripens at room temperature in 2-4 days. Ripe yellow fruit refrigerates well for 1-2 weeks. Cut slices should be used within 2-3 days.
star-fruit,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[8, 9, 10, 11]",import,"Imported year-round from Taiwan, Thailand, and Mexico. Florida is the main US domestic producer. About 59% of US availability comes from imports. Sweet and tart varieties available; sweet types dominate the US market.","Imported fruit keeps 1-2 weeks refrigerated. Select firm, bright yellow fruit with minimal brown edges."
sugarcane,imperial-valley,"[1, 10, 11, 12]","[11, 12]",local,"Grown commercially in the Imperial Valley, where the dry climate, intense sunlight, and irrigation support production. Takes about 14 months from planting to harvest. Fresh stalks sold at farmers markets and grocery stores for chewing and juicing.",Fresh whole stalks keep at room temperature for 1-2 weeks. Refrigerate cut pieces wrapped in plastic for up to 2 weeks. Sugarcane juice oxidizes quickly and should be consumed within hours of pressing.
sugarcane,brazil,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[4, 5, 6, 7, 8, 9, 10, 11]",import,"Fresh sugarcane stalks available year-round in US grocery stores, largely sourced from tropical producing regions including Central America and the Caribbean.",Store whole stalks upright in a cool place for up to 2 weeks. Refrigerate cut pieces in plastic wrap for 1-2 weeks.
tamarind,india,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5]",import,"India is the world's largest tamarind producer. Pods contain a sweet-sour pulp used in cooking, beverages, and candy. Both sweet and sour varieties available. Dried pods and paste are the most common forms in US markets.",Dried tamarind pods keep at room temperature in an airtight container for up to 1 year. Tamarind paste refrigerates well for several months. Fresh pods last 2-3 weeks refrigerated.
tamarind,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 11, 12]",import,"Thailand is a major exporter of sweet tamarind, with peak harvest from late November through March. Thai sweet tamarind is particularly prized for fresh eating.",Fresh sweet tamarind pods keep 2-3 weeks at room temperature or up to 1 month refrigerated.
tamarind,michoacan,"[3, 4, 5, 6, 7, 8]","[4, 5, 6]",import,"Mexican tamarind is widely used for agua fresca, candy, and sauces. Pods are available fresh in spring and summer at Latin American grocery stores throughout California.",Fresh pods keep 2-3 weeks at room temperature. Processed tamarind candy and paste have a long shelf life.
loganberry,central-coast,"[6, 7, 8]",[7],local,"Accidentally created in 1883 in Santa Cruz, California by horticulturist James Harvey Logan. A cross between blackberry and raspberry with dark red, elongated fruit. Distinctive tart-sweet flavor. Very perishable and rarely found in mainstream retail.",Extremely perishable. Refrigerate immediately unwashed in a single layer on a paper towel-lined container. Use within 2-3 days. Freezes well for up to 6 months.
loganberry,santa-maria-valley,"[6, 7, 8]",[7],local,Grows well in coastal California berry-producing regions with moderate temperatures. Most popular in the Pacific Northwest but has historical roots in California.,"Handle gently and refrigerate immediately. Best eaten within 2-3 days. Excellent for jams, pies, and freezing."
tayberry,central-coast,"[6, 7, 8]","[6, 7]",local,A raspberry-blackberry cross developed in Scotland in 1979 and named after the River Tay. Larger and sweeter than loganberries with a dark purple color when fully ripe. Very limited commercial availability; mostly found at u-pick farms and specialty markets.,Very perishable. Refrigerate unwashed in a shallow container with paper towel lining. Use within 2-3 days. Freezes well for up to 6 months.
tayberry,santa-maria-valley,"[6, 7, 8]","[6, 7]",local,Suited to California's coastal berry-growing regions where cool marine influence prevents heat stress. Vigorous grower with complex raspberry-blackberry flavor.,"Handle gently and refrigerate immediately in a single layer. Consume within 2-3 days. Excellent for preserves, syrups, and freezing."
ugli-fruit,costa-rica,"[1, 2, 3, 4, 11, 12]","[1, 2, 3, 12]",import,"Trademarked name for the Jamaican tangelo, a natural hybrid of grapefruit, orange, and tangerine discovered in Jamaica. Rough, loose-fitting greenish-yellow skin but exceptionally juicy, sweet-tart flesh. Available at specialty grocers and some supermarkets during winter months.",Keeps at room temperature for up to 5 days. Refrigerate for 2-3 weeks. Peels easily by hand like a tangerine.
cape-gooseberry,socal-coastal,"[5, 6, 7, 8, 9, 10]","[7, 8, 9]",local,"Physalis peruviana, also known as goldenberry. Small golden-orange fruit enclosed in a papery husk. Grown on small scale in frost-free areas of Southern California. Sweet-tart flavor with tropical notes.",Keep in husks until ready to eat. Refrigerate in a single layer for 2-3 weeks (husks protect the fruit). Remove husks and rinse before eating.
cape-gooseberry,colombia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",import,Colombia is the world's leading exporter of cape gooseberries. Approved for US import since 2014. Available year-round in US supermarkets as part of berry programs.,Imported berries keep 2-3 weeks refrigerated in their clamshell packaging. Leave husks on until ready to eat for maximum shelf life.
goldenberry,socal-coastal,"[5, 6, 7, 8, 9, 10]","[7, 8, 9]",local,"Same species as cape gooseberry (Physalis peruviana), marketed as goldenberry in the United States. Small golden fruit in a papery husk with sweet-tart tropical flavor. Limited small-scale local production in frost-free Southern California.",Keep husked until ready to eat. Refrigerate for 2-3 weeks. Remove husk and rinse before eating.
goldenberry,colombia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",import,"Goldenberry is the primary US marketing name for Colombian cape gooseberries. Colombia dominates global exports. Available year-round in US supermarkets, often in the berry section.","Store in original clamshell packaging, refrigerated, for 2-3 weeks. Leave papery husks intact for longest shelf life."
turmeric-root,socal-coastal,"[8, 9, 10, 11, 12]","[10, 11]",local,"Fresh turmeric rhizomes from small specialty farms in Southern California. Planted in spring, harvested late fall when foliage dies back after 8-10 month growth cycle. Limited but growing commercial production in CA. Deep orange flesh with earthy, peppery, slightly bitter flavor and high curcumin content.","Wrap unpeeled rhizomes in a dry paper towel, place in an airtight bag, and refrigerate for up to 2 weeks. For longer storage, cut into 1-inch pieces and freeze for up to 6 months."
turmeric-root,india,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 12]",import,"India is the world's largest turmeric producer. Indian harvest runs December through March after monsoon-season planting. Fresh rhizomes imported year-round to supply US markets, with peak availability aligning with Indian winter harvest.","Wrap unpeeled rhizomes in a dry paper towel, place in an airtight bag, and refrigerate for up to 2 weeks. Freeze cut pieces for up to 6 months."
curry-leaves,socal-coastal,"[4, 5, 6, 7, 8, 9, 10]","[6, 7, 8, 9]",local,Curry leaf trees (Murraya koenigii) grow well outdoors in Southern California's USDA zones 9-10 climate. Small specialty growers supply farmers markets and Indian grocery stores. Trees produce flushes of aromatic leaves spring through fall; flavor is most intense in warm summer months.,"Wrap fresh sprigs in a dry paper towel, place in an airtight container, and refrigerate for up to 2 weeks. Freeze leaves flat on a tray then transfer to a sealed bag for up to 6 months. Dried leaves lose most of their volatile oils."
curry-leaves,india,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[4, 5, 6, 7, 8, 9]",import,"India is the primary commercial source of curry leaves worldwide. Fresh leaves are shipped by air but availability can be inconsistent due to import restrictions and short shelf life. Essential in South Indian tempering (tadka) for dals, curries, and chutneys.","Wrap fresh sprigs in a dry paper towel, place in an airtight container, and refrigerate for up to 2 weeks. Freeze for longer storage up to 6 months."
galangal,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 10, 11, 12]",import,"Greater galangal (Alpinia galanga) imported primarily from Thailand, the world's leading exporter. No significant commercial production in California. Sharp, piney, citrusy flavor distinct from ginger, essential in Thai curries (tom kha, tom yum) and Indonesian rendang.","Wrap uncut rhizomes in a paper towel, place in a plastic bag, and refrigerate for up to 3 weeks. Galangal is much firmer than ginger and holds well. Slice or grate and freeze for up to 6 months."
makrut-lime-leaves,san-diego-county,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8, 9]",local,Makrut lime trees (Citrus hystrix) are evergreen and produce harvestable leaves year-round in frost-free SoCal areas. Specialty citrus growers supply fresh leaves to restaurants and Asian markets. Summer leaves are most vibrant and aromatic. The double-lobed leaves have an intense floral-citrus fragrance essential in Thai and Southeast Asian cooking.,Store fresh leaves in a sealed plastic bag in the refrigerator for up to 2 weeks. Freeze leaves flat in a single layer then transfer to a freezer bag; frozen leaves retain aroma well for up to 1 year.
makrut-lime-leaves,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",import,"Bulk supply comes from Thailand, Indonesia, and the Philippines where trees grow prolifically in tropical conditions. Imported year-round to supplement limited domestic production. Sold fresh or frozen in Asian grocery stores.",Store fresh leaves in a sealed plastic bag in the refrigerator for up to 2 weeks. Freeze for long-term storage up to 1 year.
epazote,socal-coastal,"[3, 4, 5, 6, 7, 8, 9, 10, 11]","[5, 6, 7, 8, 9]",local,"Epazote (Dysphania ambrosioides) grows vigorously in Southern California and has naturalized in parts of the region. Small farms grow it for farmers markets. The pungent herb has a complex flavor with notes of mint, citrus, and petroleum -- essential in Mexican black beans, quesadillas, and huitlacoche dishes.","Wrap fresh sprigs loosely in a damp paper towel, place in a plastic bag, and refrigerate for up to 1 week. Dry sprigs by hanging upside down in a cool dark place for 1-2 weeks; dried epazote retains flavor reasonably well for 3-6 months."
epazote,central-mexico,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8, 9]",import,"Epazote grows wild and is cultivated throughout Mexico, its native range. Mexican-grown epazote supplements domestic supply, particularly in winter months when local SoCal production wanes. Available dried year-round in Mexican grocery stores.","Wrap fresh sprigs loosely in a damp paper towel, place in a plastic bag, and refrigerate for up to 1 week. Dried stores well for 3-6 months in an airtight container."
culantro,socal-coastal,"[5, 6, 7, 8, 9, 10]","[6, 7, 8, 9]",local,"Culantro (Eryngium foetidum) is a tropical perennial with long, serrated, spiny leaves -- not to be confused with cilantro. Thrives in warm, shaded conditions in USDA zones 9-11. Very limited commercial production in California. Flavor is much stronger and more pungent than cilantro. Unlike cilantro, it is slow to bolt in heat.",Wrap leaves in a damp paper towel and store in a sealed container in the refrigerator for up to 2 weeks. Culantro is sturdier than cilantro and holds up better in storage. Freezes and dries well compared to most fresh herbs.
culantro,central-mexico,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8, 9, 10]",import,"Native to Mexico, the Caribbean, and Central America. Imported year-round from tropical growing regions. Also known as recao, shadow beni, or ngo gai depending on the culinary tradition.",Wrap leaves in a damp paper towel and store in a sealed container in the refrigerator for up to 2 weeks.
garlic-chive,central-valley,"[3, 4, 5, 6, 7, 8, 9, 10, 11]","[5, 6, 7, 8, 9]",local,"Garlic chives (Allium tuberosum) are widely grown by Hmong and Southeast Asian small farmers in Fresno County. Flat, strap-like leaves with a mild garlic flavor harvested spring through fall. Also sold as flowering chive stems (with buds) and yellow/blanched chives (grown under cover). A staple in Chinese, Korean, and Japanese cooking.","Wrap unwashed chives in a dry paper towel, place in a plastic bag, and refrigerate for up to 1 week. Chop and freeze in sealed bags for up to 3 months. Do not wash before storing as moisture accelerates decay."
holy-basil,central-valley,"[5, 6, 7, 8, 9, 10]","[6, 7, 8, 9]",local,"Holy basil (Ocimum tenuiflorum), called krapao in Thai cuisine, is grown by Southeast Asian small farmers in the Central Valley. Distinct from Thai sweet basil -- holy basil has slightly hairy, more rounded leaves with a pronounced clove-peppery aroma and spicy bite. Essential herb in pad krapao (Thai basil stir-fry).","Place stems upright in a jar with 1 inch of water, loosely cover with a plastic bag, and refrigerate for up to 1 week. Wilts and blackens quickly; use within a few days of purchase for best flavor."
holy-basil,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",import,Thailand and other Southeast Asian countries grow holy basil year-round in tropical conditions. Imported to supply Thai and Asian grocery stores when domestic production is unavailable in winter months.,"Place stems upright in a jar with 1 inch of water, loosely cover with a plastic bag, and refrigerate for up to 5-7 days."
shimeji-mushroom,socal-coastal,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],local,"Beech mushrooms (Hypsizygus tessulatus), both brown (bunashimeji) and white varieties. Grown year-round in controlled indoor facilities. Hokto Kinoko operates a major organic mushroom farm in San Marcos, CA. Mild, slightly nutty flavor with a firm, crunchy texture. Always cook before eating; raw shimeji are bitter.",Refrigerate in original packaging or a paper bag. Keeps 7-10 days. Do not wash until ready to use; trim cluster base before cooking.
trumpet-mushroom,socal-coastal,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],local,"King trumpet / king oyster (Pleurotus eryngii), the largest species in the oyster mushroom family. Grown year-round indoors by Hokto Kinoko (San Marcos, CA) and other California producers. Thick, meaty stem with mild umami flavor; excellent seared, grilled, or sliced into scallop-shaped rounds. Increasingly mainstream in conventional grocery stores.","Refrigerate in a paper bag or loosely wrapped. Keeps 10-14 days, one of the longest shelf lives among fresh mushrooms."
wood-ear-mushroom,china,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,"Black wood ear (Auricularia auricula-judae). The vast majority sold in US markets is imported dried from China, where it is the second-most cultivated mushroom after shiitake. Prized for its crunchy, gelatinous texture rather than flavor. Essential in hot and sour soup, mu shu pork, and many Sichuan and Cantonese dishes.","Dried: store in a cool, dry place in an airtight container; keeps 1-2 years. Rehydrate in warm water 15-30 minutes before use. Fresh: refrigerate in a paper bag, use within 5-7 days."
straw-mushroom,china,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,"Paddy straw mushroom (Volvariella volvacea), the third-most consumed mushroom worldwide. Almost exclusively sold canned in US Asian markets, imported from China and Thailand. Fresh straw mushrooms are extremely perishable, making fresh export impractical. Mild, silky texture used in Thai curries, Chinese stir-fries, and soups.","Canned: store unopened at room temperature up to 2 years; once opened, transfer to a non-metal container and refrigerate, use within 3-4 days."
straw-mushroom,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,"Thailand, Vietnam, and Cambodia are major producers. Traditionally cultivated on rice straw beds. Imported to the US primarily in canned form due to extreme perishability.","Canned: store unopened at room temperature up to 2 years. Once opened, refrigerate and use within 3-4 days."
durian,southeast-asia,"[5, 6, 7, 8, 9]","[6, 7]",import,Fresh whole durian imported primarily from Thailand (Monthong variety dominates US market). Peak Thai harvest is June-July. Los Angeles is a major port of entry; widely available at Asian supermarkets in the San Gabriel Valley. Frozen durian flesh and whole fruit available year-round separately.,"Whole uncut: ripen at room temperature 2-3 days until shell gives slightly. Once opened: wrap tightly and refrigerate, consume within 1-2 days. Freezes well for months."
longan,southeast-asia,"[6, 7, 8, 9, 10, 11]","[7, 8]",import,"Fresh longan imported primarily from Thailand and Vietnam. Thai peak harvest is June-August. Sweet, floral flesh with musky aroma, similar to lychee but less acidic. Sold in clusters on the branch at Asian markets. The US is the world's top longan importer.",Refrigerate unwashed in a perforated bag or open container. Keeps 5-7 days. Shell will darken but fruit inside stays good. Can be frozen in shell for 3-6 months.
longan,socal-coastal,"[8, 9, 10, 11, 12]","[9, 10]",local,Very small-scale Southern California production. Longan trees fruit over a 3-4 week window sometime from late July to December depending on microclimate. UC ANR (Ventura County Cooperative Extension) documents longan as a viable minor subtropical for SoCal.,Refrigerate unwashed in a perforated bag. Keeps 5-7 days.
mamey-sapote,florida,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8]",import,"Mamey sapote (Pouteria sapota) is grown commercially almost exclusively in South Florida. Different cultivars stagger the harvest, enabling near year-round availability. Cannot be legally imported from any country, making Florida the sole US supply. Rich, creamy salmon-pink flesh with sweet pumpkin-sweet potato flavor. A Latin market staple, essential for batidos (mamey milkshakes) in Cuban-American cuisine.","Unripe whole fruit: ripen at room temperature until it yields to gentle thumb pressure, typically 3-7 days. Ripe: refrigerate and consume within 3-4 days. Squeeze lime juice on exposed surfaces to slow oxidation. Freezes well as pulp."
rambutan,guatemala,"[5, 6, 7, 8, 9, 10, 11, 12]","[8, 9, 10]",import,"Guatemala is a primary fresh rambutan supplier to the US market, with harvest running May through December. Sweet, translucent flesh similar to lychee. Increasingly mainstream in conventional US grocery stores. Hairy red or yellow shell is distinctive.",Refrigerate in a perforated plastic bag or open container. Keeps 5-7 days. Shell spines will darken but fruit inside remains good.
rambutan,central-mexico,"[7, 8, 9, 10, 11, 12]","[9, 10]",import,Mexico begins rambutan harvest in mid-July from Chiapas and Tabasco states. September-October overlap with Guatemala creates the peak supply window for US markets with the lowest prices.,Refrigerate in a perforated bag. Keeps 5-7 days.
mangosteen,southeast-asia,"[5, 6, 7, 8, 9]","[6, 7, 8]",import,"Fresh mangosteen imported from Thailand, the world's largest producer. Fresh import to the US legalized in 2007; all Southeast Asian imports must be irradiated. Sweet-tart, complex flavor often called the 'queen of fruits.' Available at 99 Ranch, H Mart, and specialty Asian markets during season.",Refrigerate immediately. Keeps 5-7 days; shell will harden but segments inside stay good if shell is intact. Check for firmness when buying; rock-hard shells indicate over-mature fruit.
mangosteen,central-mexico,"[6, 7, 8, 9, 10, 11]","[8, 9, 10]",import,"Mexico is now the largest exporter of fresh mangosteen to the US (about 59% of imports), surpassing Thailand. Does not require irradiation like Southeast Asian fruit, potentially offering better quality at lower cost.",Refrigerate immediately. Keeps 5-7 days.
soursop,central-mexico,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[6, 7, 8, 9]",import,"Fresh soursop (Annona muricata), known as guanabana in Latin markets. Mexico is the largest soursop supplier; APHIS authorized fresh imports in October 2024. Tart, creamy white flesh with strawberry-pineapple-citrus flavor. Used for agua fresca, smoothies, ice cream, and juices.",Ripen at room temperature until fruit yields to gentle pressure and skin darkens slightly. Ripe fruit: refrigerate and use within 2-3 days (very perishable). Pulp freezes excellently for 6+ months.
soursop,colombia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,"Colombia, Peru, Ecuador, and Costa Rica export frozen soursop pulp to the US year-round. Frozen pulp (sold as 'pulpa de guanabana') is the most widely available and consistent form in Latin markets.",Frozen pulp: keeps 12+ months frozen. Thaw in refrigerator overnight.
tejocote,central-mexico,"[1, 2, 10, 11, 12]","[11, 12]",import,"Mexican hawthorn (Crataegus mexicana), the essential fruit for ponche navideno (Christmas punch). Overwhelmingly produced in Puebla state. Import to the US legalized in 2015 after a 6-year USDA review. Almost always cooked: simmered in ponche with guava, sugarcane, cinnamon, and piloncillo. Available at Mexican markets Oct-Feb.",Store at room temperature for up to 1 week. Refrigerate for 2-3 weeks. Can be frozen whole for 3+ months.
tejocote,san-diego-county,"[1, 10, 11, 12]","[11, 12]",local,"The first commercial US tejocote orchard was established near San Diego in the 1990s, a collaboration between the USDA and UC Riverside. Very small-scale local production for Mexican-American communities.","Room temperature up to 1 week, refrigerate for 2-3 weeks."
sapote,socal-coastal,"[3, 4, 5, 6, 7, 8, 9, 10, 11]","[5, 6, 7, 8]",local,"White sapote (Casimiroa edulis), a fruit tree native to Mexico that thrives in Southern California's coastal climate. Not related to mamey sapote. Creamy, custard-like flesh with flavor notes of banana, peach, and vanilla. Multiple cultivars extend the season. Documented by UC ANR Ventura County Cooperative Extension and California Rare Fruit Growers.","Ripen at room temperature until fruit yields to gentle pressure like an avocado, typically 3-5 days. Ripe fruit: refrigerate and eat within 2-3 days (very perishable, bruises easily)."
sapote,san-diego-county,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[4, 5, 6, 7]",local,San Diego County's warmer microclimate produces earlier-ripening white sapote. Several cultivars originated in the San Diego area. Grown in home gardens and small orchards; occasionally at farmers markets.,Same handling as other white sapote. Very fragile when ripe; handle gently.
baby-corn,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,"Thailand dominates global baby corn exports (about 80% of world trade). Baby corn is any corn variety harvested immature, 2-4 inches long, a couple days after silking. Almost all baby corn in US grocery stores is sold canned or jarred; fresh baby corn is rare. Standard stir-fry and salad ingredient.","Canned: store unopened up to 2 years; once opened, transfer to a covered container and refrigerate for 3-4 days. Fresh (rare): refrigerate unwashed in a plastic bag for 2-3 days."
bamboo-shoot,sacramento-valley,"[3, 4, 5, 6]","[4, 5]",local,"Small-scale California production of fresh bamboo shoots, primarily Phyllostachys dulcis (Sweet Shoot Bamboo), grown in the Sierra foothills east of Sacramento. Shoots emerge in spring when soil warms. Hand-harvested at under one foot for sweetness and tenderness. A seasonal delicacy at California farmers markets.","Refrigerate unpeeled fresh shoots wrapped in a damp paper towel inside a plastic bag for up to 1 week. Peel and blanch promptly for best flavor, as bitterness increases with age."
bamboo-shoot,china,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,"China is the largest exporter of canned bamboo shoots to the US. Available as canned whole, sliced, stripped, or diced in brine. Taiwan and Thailand are also major suppliers. The US imports approximately 30,000 tons of canned bamboo shoots annually from Asia.","Canned: store unopened up to 2-3 years. Once opened, transfer to a covered container, submerge in fresh water, and refrigerate for up to 1 week (change water every 1-2 days)."
bittermelon,central-valley,"[6, 7, 8, 9, 10, 11]","[7, 8, 9]",local,"Grown commercially in Fresno and Bakersfield by Southeast Asian and specialty farmers. Multiple varieties including Indian type (dark green, pointed ridges) and Chinese type (lighter green, rounded bumps). Matures in 50-70 days after seeding.","Refrigerate unwashed in a loosely closed plastic bag in the crisper drawer for up to 1 week. Choose firm, green fruits; yellowing indicates over-ripeness and increased bitterness."
bittermelon,sinaloa,"[1, 2, 3, 4, 5, 11, 12]","[2, 3, 4]",import,Mexico supplies bitter melon to US markets especially during winter and spring when California is out of season. Available at Asian and Latin grocery stores throughout Southern California.,Refrigerate unwashed in a loosely closed plastic bag for up to 1 week.
cassava,costa-rica,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 9, 10, 11, 12]",import,"Costa Rica supplies approximately 89% of fresh cassava (yuca) consumed in the United States, producing year-round with a 9-month crop cycle. The dominant variety is wax-coated for shelf stability during export. Must always be cooked before eating due to naturally occurring cyanogenic compounds.","Wax-coated whole roots keep 2-4 weeks at cool room temperature or in the refrigerator. Once cut, submerge in water and refrigerate for 2-3 days (change water daily). Peeled and cut cassava freezes well for 6-12 months."
cassava,brazil,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,Brazil is one of the world's largest cassava producers and exports frozen cassava products to the US market. Frozen peeled cassava from Brazil is common in Latin grocery freezer sections.,Frozen cassava keeps 6-12 months in the freezer. Thaw in the refrigerator overnight before boiling or frying.
chinese-long-bean,central-valley,"[6, 7, 8, 9, 10]","[7, 8, 9]",local,"Warm-season crop grown commercially by Hmong and Southeast Asian farmers in Fresno County and the San Joaquin Valley. Green, pale green, and dark red/purple varieties. Pods best harvested at 12-18 inches for tenderness. Heavy producers throughout the growing season.",Refrigerate unwashed in a plastic bag for 3-5 days. Best used within 2-3 days for optimal snap and flavor. Can be blanched and frozen for 3-6 months.
chinese-long-bean,sinaloa,"[1, 2, 3, 4, 5, 11, 12]","[2, 3, 4]",import,"Mexico and Caribbean countries supply long beans to US markets during the off-season for California production, especially to meet demand in LA and SF Asian markets.",Refrigerate in a plastic bag for 3-5 days. Inspect for limpness or dark spots from shipping.
choy-sum,salinas-valley,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12]","[1, 2, 3, 10, 11, 12]",local,"Cool-season brassica grown commercially alongside bok choy in the Salinas Valley and by Hmong farmers in the San Joaquin Valley. Rapid 30-45 day crop cycle. Best in cool weather (59-77F); bolts quickly in summer heat. The flowering stems are the prized part, with a mildly sweet, mustard-like flavor.","Refrigerate unwashed in a plastic produce bag for up to 7-10 days. Do not wash until ready to cook, as moisture accelerates yellowing."
winter-melon,central-valley,"[7, 8, 9, 10, 11]","[8, 9, 10]",local,"Wax gourd (Benincasa hispida, dong gua) grown by Southeast Asian specialty farmers in the Fresno area. Requires 110+ frost-free days. Fruits can weigh 10-40 lbs. The mild, almost neutral flesh is prized in Chinese soups, Indian cuisine (ash gourd/petha), and Southeast Asian dishes.","Whole uncut winter melon stores for months in a cool, dry, well-ventilated area (50-60F) -- this exceptional keeping ability is the origin of the name. Once cut, wrap tightly in plastic and refrigerate for 1-2 weeks."
winter-melon,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,"Imported from Southeast Asia and Mexico to supplement local supply, especially outside the California growing season. Available year-round at large Asian grocery stores.","Same as local: whole fruit stores for months in a cool, dry place. Cut pieces refrigerate 1-2 weeks wrapped in plastic."
